HINDI,County,Municipality,Total Electors 2012,Voting Age Estimate 2012,Voter Turnout 2012,Total Electors 2016,Voting Age Estimate 2016,Voter Turnout 2016
65006,WALWORTH COUNTY,TOWN OF DELAVAN,"2,760","4,070",67.81%,"2,712","4,085",66.39%
65008,WALWORTH COUNTY,TOWN OF EAST TROY,"2,580","3,161",81.62%,"2,441","3,196",76.38%
65010,WALWORTH COUNTY,TOWN OF GENEVA,"2,567","3,955",64.91%,"2,706","4,015",67.40%
65014,WALWORTH COUNTY,TOWN OF LA GRANGE,"1,431","1,965",72.82%,"1,199","1,989",60.28%
65012,WALWORTH COUNTY,TOWN OF LAFAYETTE,"1,233","1,517",81.28%,"1,360","1,523",89.30%
65016,WALWORTH COUNTY,TOWN OF LINN,"1,315","1,889",69.61%,"1,319","1,921",68.66%
65018,WALWORTH COUNTY,TOWN OF LYONS,"1,980","2,823",70.14%,"1,882","2,846",66.13%
65020,WALWORTH COUNTY,TOWN OF RICHMOND,"1,046","1,504",69.55%,"1,007","1,514",66.51%
65022,WALWORTH COUNTY,TOWN OF SHARON,489,710,68.87%,491,"1,151",42.66%
65024,WALWORTH COUNTY,TOWN OF SPRING PRAIRIE,"1,372","1,695",80.94%,"1,354","1,699",79.69%
65026,WALWORTH COUNTY,TOWN OF SUGAR CREEK,"2,238","2,925",76.51%,"2,194","2,941",74.60%
65028,WALWORTH COUNTY,TOWN OF TROY,"1,520","1,872",81.20%,"1,507","1,882",80.07%
65030,WALWORTH COUNTY,TOWN OF WALWORTH,944,"1,292",73.07%,899,"1,300",69.15%
65032,WALWORTH COUNTY,TOWN OF WHITEWATER,922,"1,182",78.00%,849,"1,200",70.75%
65115,WALWORTH COUNTY,VILLAGE OF BLOOMFIELD,"1,930","3,359",57.46%,"1,971","3,394",58.07%
65116,WALWORTH COUNTY,VILLAGE OF DARIEN,690,"1,134",60.85%,671,"1,142",58.76%
65121,WALWORTH COUNTY,VILLAGE OF EAST TROY,"2,445","3,139",77.89%,"2,434","3,203",75.99%
65126,WALWORTH COUNTY,VILLAGE OF FONTANA,956,"1,360",70.29%,981,"1,371",71.55%
65131,WALWORTH COUNTY,VILLAGE OF GENOA CITY,"1,311","2,078",63.09%,"1,274","2,085",61.10%
65153,WALWORTH COUNTY,VILLAGE OF MUKWONAGO,63,73,86.30%,99,111,89.19%
65181,WALWORTH COUNTY,VILLAGE OF SHARON,668,"1,154",57.89%,661,"1,151",57.43%
65191,WALWORTH COUNTY,VILLAGE OF WALWORTH,"1,252","2,022",61.92%,"1,218","2,051",59.39%
65192,WALWORTH COUNTY,VILLAGE OF WILLIAMS BAY,"1,483","1,999",74.19%,"1,489","2,013",73.97%
66282,WASHBURN COUNTY,CITY OF SHELL LAKE,770,"1,058",72.78%,"1,133","1,077",105.20%
66281,WASHBURN COUNTY,CITY OF SPOONER,"1,249","2,038",61.29%,744,"2,017",36.89%
66002,WASHBURN COUNTY,TOWN OF BARRONETT,224,342,65.50%,221,348,63.51%
66004,WASHBURN COUNTY,TOWN OF BASHAW,596,715,83.36%,563,729,77.23%
66006,WASHBURN COUNTY,TOWN OF BASS LAKE,299,413,72.40%,306,423,72.34%
66008,WASHBURN COUNTY,TOWN OF BEAVER BROOK,428,552,77.54%,418,560,74.64%
66010,WASHBURN COUNTY,TOWN OF BIRCHWOOD,364,417,87.29%,402,425,94.59%
66012,WASHBURN COUNTY,TOWN OF BROOKLYN,167,216,77.31%,166,216,76.85%
66014,WASHBURN COUNTY,TOWN OF CASEY,276,316,87.34%,273,322,84.78%
66016,WASHBURN COUNTY,TOWN OF CHICOG,186,201,92.54%,174,202,86.14%
66018,WASHBURN COUNTY,TOWN OF CRYSTAL,158,217,72.81%,162,220,73.64%
66020,WASHBURN COUNTY,TOWN OF EVERGREEN,673,909,74.04%,688,916,75.11%
66022,WASHBURN COUNTY,TOWN OF FROG CREEK,80,108,74.07%,79,105,75.24%
66024,WASHBURN COUNTY,TOWN OF GULL LAKE,120,164,73.17%,131,165,79.39%
66026,WASHBURN COUNTY,TOWN OF LONG LAKE,436,530,82.26%,402,541,74.31%
66028,WASHBURN COUNTY,TOWN OF MADGE,346,431,80.28%,354,439,80.64%
66030,WASHBURN COUNTY,TOWN OF MINONG,564,759,74.31%,572,774,73.90%
66032,WASHBURN COUNTY,TOWN OF SARONA,219,309,70.87%,233,310,75.16%
66034,WASHBURN COUNTY,TOWN OF SPOONER,458,564,81.21%,447,574,77.87%
66036,WASHBURN COUNTY,TOWN OF SPRINGBROOK,251,371,67.65%,260,365,71.23%
66038,WASHBURN COUNTY,TOWN OF STINNETT,126,189,66.67%,116,184,63.04%
66040,WASHBURN COUNTY,TOWN OF STONE LAKE,293,406,72.17%,291,407,71.50%
66042,WASHBURN COUNTY,TOWN OF TREGO,571,757,75.43%,572,770,74.29%
66106,WASHBURN COUNTY,VILLAGE OF BIRCHWOOD,227,349,65.04%,223,347,64.27%
66151,WASHBURN COUNTY,VILLAGE OF MINONG,247,396,62.37%,218,392,55.61%
67236,WASHINGTON COUNTY,CITY OF HARTFORD,"7,428","10,527",70.56%,"7,297","10,867",67.15%
67251,WASHINGTON COUNTY,CITY OF MILWAUKEE,0,0,,0,0,
67291,WASHINGTON COUNTY,CITY OF WEST BEND,"16,962","23,727",71.49%,"16,329","24,101",67.75%
67002,WASHINGTON COUNTY,TOWN OF ADDISON,"2,129","2,688",79.20%,"2,077","2,681",77.47%
67004,WASHINGTON COUNTY,TOWN OF BARTON,"1,740","2,100",82.86%,"1,734","2,116",81.95%
67006,WASHINGTON COUNTY,TOWN OF ERIN,"2,613","2,932",89.12%,"2,572","2,952",87.13%
67008,WASHINGTON COUNTY,TOWN OF FARMINGTON,"2,242","3,063",73.20%,"2,221","3,091",71.85%
67010,WASHINGTON COUNTY,TOWN OF GERMANTOWN,173,193,89.64%,158,190,83.16%
67012,WASHINGTON COUNTY,TOWN OF HARTFORD,"2,296","2,815",81.56%,"2,251","2,819",79.85%
67014,WASHINGTON COUNTY,TOWN OF JACKSON,"2,845","3,177",89.55%,"2,883","3,327",86.65%
67016,WASHINGTON COUNTY,TOWN OF KEWASKUM,705,809,87.14%,712,815,87.36%
67018,WASHINGTON COUNTY,TOWN OF POLK,"2,573","3,073",83.73%,"2,562","3,132",81.80%
67022,WASHINGTON COUNTY,TOWN OF TRENTON,"3,013","3,615",83.35%,"2,960","3,660",80.87%
67024,WASHINGTON COUNTY,TOWN OF WAYNE,"1,308","1,616",80.94%,"1,316","1,635",80.49%
67026,WASHINGTON COUNTY,TOWN OF WEST BEND,"3,115","3,794",82.10%,"3,078","3,803",80.94%
67131,WASHINGTON COUNTY,VILLAGE OF GERMANTOWN,"12,381","14,830",83.49%,"12,333","15,077",81.80%
67141,WASHINGTON COUNTY,VILLAGE OF JACKSON,"3,937","5,156",76.36%,"3,929","5,287",74.31%
67142,WASHINGTON COUNTY,VILLAGE OF KEWASKUM,"2,298","3,001",76.57%,"2,290","3,027",75.65%
67161,WASHINGTON COUNTY,VILLAGE OF NEWBURG,623,830,75.06%,605,844,71.68%
67166,WASHINGTON COUNTY,VILLAGE OF RICHFIELD,"7,738","8,663",89.32%,"7,748","8,869",87.36%
67181,WASHINGTON COUNTY,VILLAGE OF SLINGER,"2,918","3,779",77.22%,"2,948","3,970",74.26%
68206,WAUKESHA COUNTY,CITY OF BROOKFIELD,"25,900","29,094",89.02%,"24,915","29,226",85.25%
68216,WAUKESHA COUNTY,CITY OF DELAFIELD,"4,396","5,331",82.46%,"4,466","5,418",82.43%
68250,WAUKESHA COUNTY,CITY OF MILWAUKEE,0,0,,0,0,
68251,WAUKESHA COUNTY,CITY OF MUSKEGO,"15,626","18,216",85.78%,"15,366","18,570",82.75%
68261,WAUKESHA COUNTY,CITY OF NEW BERLIN,"26,043","31,428",82.87%,"25,103","31,988",78.48%
68265,WAUKESHA COUNTY,CITY OF OCONOMOWOC,"9,498","11,724",81.01%,"9,768","12,409",78.72%
68270,WAUKESHA COUNTY,CITY OF PEWAUKEE,"9,291","10,621",87.48%,"9,420","11,230",83.88%
68291,WAUKESHA COUNTY,CITY OF WAUKESHA,"34,634","54,426",63.64%,"35,948","55,290",65.02%
68002,WAUKESHA COUNTY,TOWN OF BROOKFIELD,"4,188","4,984",84.03%,"3,983","4,979",80.00%
68004,WAUKESHA COUNTY,TOWN OF DELAFIELD,"5,413","5,819",93.02%,"5,346","5,917",90.35%
68006,WAUKESHA COUNTY,TOWN OF EAGLE,"2,217","2,592",85.53%,"2,212","2,600",85.08%
68008,WAUKESHA COUNTY,TOWN OF GENESEE,"5,041","5,628",89.57%,"4,907","5,704",86.03%
68010,WAUKESHA COUNTY,TOWN OF LISBON,"6,701","7,678",87.28%,"6,577","7,807",84.24%
68014,WAUKESHA COUNTY,TOWN OF MERTON,"5,578","6,223",89.64%,"5,378","6,292",85.47%
68016,WAUKESHA COUNTY,TOWN OF MUKWONAGO,"5,022","5,822",86.26%,"4,876","5,887",82.83%
68022,WAUKESHA COUNTY,TOWN OF OCONOMOWOC,"5,664","6,552",86.45%,"5,692","6,675",85.27%
68024,WAUKESHA COUNTY,TOWN OF OTTAWA,"2,542","2,987",85.10%,"2,514","3,029",83.00%
68030,WAUKESHA COUNTY,TOWN OF VERNON,"5,127","5,980",85.74%,"5,029","6,052",83.10%
68032,WAUKESHA COUNTY,TOWN OF WAUKESHA,"5,881","7,041",83.53%,"5,576","7,111",78.41%
68106,WAUKESHA COUNTY,VILLAGE OF BIG BEND,800,984,81.30%,764,"1,011",75.57%
68107,WAUKESHA COUNTY,VILLAGE OF BUTLER,"1,099","1,520",72.30%,964,"1,522",63.34%
68111,WAUKESHA COUNTY,VILLAGE OF CHENEQUA,383,461,83.08%,348,466,74.68%
68116,WAUKESHA COUNTY,VILLAGE OF DOUSMAN,"1,376","1,717",80.14%,"1,311","1,741",75.30%
68121,WAUKESHA COUNTY,VILLAGE OF EAGLE,"1,116","1,361",82.00%,"1,139","1,388",82.06%
68122,WAUKESHA COUNTY,VILLAGE OF ELM GROVE,"4,414","4,532",97.40%,"4,308","4,571",94.25%
68136,WAUKESHA COUNTY,VILLAGE OF HARTLAND,"5,081","6,590",77.10%,"5,316","6,676",79.63%
68146,WAUKESHA COUNTY,VILLAGE OF LAC LA BELLE,223,229,97.38%,204,230,88.70%
68147,WAUKESHA COUNTY,VILLAGE OF LANNON,691,874,79.06%,715,930,76.88%
68151,WAUKESHA COUNTY,VILLAGE OF MENOMONEE FALLS,"22,774","27,594",82.53%,"22,498","28,722",78.33%
68152,WAUKESHA COUNTY,VILLAGE OF MERTON,"1,949","2,217",87.91%,"1,959","2,310",84.81%
68153,WAUKESHA COUNTY,VILLAGE OF MUKWONAGO,"4,161","5,406",76.97%,"4,229","5,683",74.41%
68158,WAUKESHA COUNTY,VILLAGE OF NASHOTAH,936,982,95.32%,871,969,89.89%
68161,WAUKESHA COUNTY,VILLAGE OF NORTH PRAIRIE,"1,371","1,588",86.34%,"1,319","1,620",81.42%
68166,WAUKESHA COUNTY,VILLAGE OF OCONOMOWOC LAKE,389,475,81.89%,354,474,74.68%
68171,WAUKESHA COUNTY,VILLAGE OF PEWAUKEE,"4,877","6,503",75.00%,"4,636","6,487",71.47%
68172,WAUKESHA COUNTY,VILLAGE OF SUMMIT,"2,981","3,460",86.16%,"3,019","3,535",85.40%
68181,WAUKESHA COUNTY,VILLAGE OF SUSSEX,"6,206","7,611",81.54%,"6,260","7,821",80.04%
68191,WAUKESHA COUNTY,VILLAGE OF WALES,"1,731","1,899",91.15%,"1,752","1,905",91.97%
69211,WAUPACA COUNTY,CITY OF CLINTONVILLE,"1,951","3,450",56.55%,"1,903","3,454",55.10%
69251,WAUPACA COUNTY,CITY OF MANAWA,550,"1,018",54.03%,526,"1,010",52.08%
69252,WAUPACA COUNTY,CITY OF MARION,543,951,57.10%,542,950,57.05%
69261,WAUPACA COUNTY,CITY OF NEW LONDON,"2,457","4,260",57.68%,"2,429","4,263",56.98%
69291,WAUPACA COUNTY,CITY OF WAUPACA,"2,732","4,725",57.82%,"2,706","4,764",56.80%
69292,WAUPACA COUNTY,CITY OF WEYAUWEGA,736,"1,449",50.79%,768,"1,439",53.37%
69002,WAUPACA COUNTY,TOWN OF BEAR CREEK,387,605,63.97%,385,609,63.22%
69004,WAUPACA COUNTY,TOWN OF CALEDONIA,994,"1,262",78.76%,973,"1,289",75.48%
69006,WAUPACA COUNTY,TOWN OF DAYTON,"1,630","2,180",74.77%,"1,569","2,206",71.12%
69008,WAUPACA COUNTY,TOWN OF DUPONT,330,547,60.33%,331,551,60.07%
69010,WAUPACA COUNTY,TOWN OF FARMINGTON,"2,144","3,299",64.99%,"2,150","3,329",64.58%
69012,WAUPACA COUNTY,TOWN OF FREMONT,368,484,76.03%,387,485,79.79%
69014,WAUPACA COUNTY,TOWN OF HARRISON,254,390,65.13%,262,399,65.66%
69016,WAUPACA COUNTY,TOWN OF HELVETIA,371,516,71.90%,399,520,76.73%
69018,WAUPACA COUNTY,TOWN OF IOLA,555,758,73.22%,546,772,70.73%
69020,WAUPACA COUNTY,TOWN OF LARRABEE,700,"1,072",65.30%,667,"1,077",61.93%
69022,WAUPACA COUNTY,TOWN OF LEBANON,870,"1,261",68.99%,889,"1,271",69.94%
69024,WAUPACA COUNTY,TOWN OF LIND,818,"1,190",68.74%,814,"1,205",67.55%
69026,WAUPACA COUNTY,TOWN OF LITTLE WOLF,738,"1,114",66.25%,733,"1,130",64.87%
69028,WAUPACA COUNTY,TOWN OF MATTESON,509,720,70.69%,519,716,72.49%
69030,WAUPACA COUNTY,TOWN OF MUKWA,"1,622","2,284",71.02%,"1,679","2,320",72.37%
69032,WAUPACA COUNTY,TOWN OF ROYALTON,760,"1,142",66.55%,779,"1,155",67.45%
69034,WAUPACA COUNTY,TOWN OF SAINT LAWRENCE,357,559,63.86%,390,556,70.14%
69036,WAUPACA COUNTY,TOWN OF SCANDINAVIA,662,820,80.73%,629,826,76.15%
69038,WAUPACA COUNTY,TOWN OF UNION,402,627,64.11%,380,625,60.80%
69040,WAUPACA COUNTY,TOWN OF WAUPACA,668,919,72.69%,658,925,71.14%
69042,WAUPACA COUNTY,TOWN OF WEYAUWEGA,311,452,68.81%,319,446,71.52%
69044,WAUPACA COUNTY,TOWN OF WYOMING,167,251,66.53%,156,230,67.83%
69106,WAUPACA COUNTY,VILLAGE OF BIG FALLS,41,57,71.93%,41,54,75.93%
69121,WAUPACA COUNTY,VILLAGE OF EMBARRASS,153,327,46.79%,160,321,49.84%
69126,WAUPACA COUNTY,VILLAGE OF FREMONT,412,540,76.30%,434,541,80.22%
69141,WAUPACA COUNTY,VILLAGE OF IOLA,661,"1,039",63.62%,648,"1,044",62.07%
69165,WAUPACA COUNTY,VILLAGE OF OGDENSBURG,82,150,54.67%,82,148,55.41%
69181,WAUPACA COUNTY,VILLAGE OF SCANDINAVIA,196,273,71.79%,171,271,63.10%
70206,WAUSHARA COUNTY,CITY OF BERLIN,53,71,74.65%,53,69,76.81%
70291,WAUSHARA COUNTY,CITY OF WAUTOMA,756,"1,638",46.15%,752,"1,625",46.28%
70002,WAUSHARA COUNTY,TOWN OF AURORA,519,761,68.20%,554,772,71.76%
70004,WAUSHARA COUNTY,TOWN OF BLOOMFIELD,525,845,62.13%,562,860,65.35%
70006,WAUSHARA COUNTY,TOWN OF COLOMA,381,618,61.65%,372,612,60.78%
70008,WAUSHARA COUNTY,TOWN OF DAKOTA,548,952,57.56%,533,959,55.58%
70010,WAUSHARA COUNTY,TOWN OF DEERFIELD,428,596,71.81%,409,612,66.83%
70012,WAUSHARA COUNTY,TOWN OF HANCOCK,287,449,63.92%,300,452,66.37%
70014,WAUSHARA COUNTY,TOWN OF LEON,862,"1,190",72.44%,837,"1,191",70.28%
70016,WAUSHARA COUNTY,TOWN OF MARION,"1,191","1,714",69.49%,"1,170","1,725",67.83%
70018,WAUSHARA COUNTY,TOWN OF MOUNT MORRIS,743,951,78.13%,700,969,72.24%
70020,WAUSHARA COUNTY,TOWN OF OASIS,220,325,67.69%,238,335,71.04%
70022,WAUSHARA COUNTY,TOWN OF PLAINFIELD,265,423,62.65%,257,420,61.19%
70024,WAUSHARA COUNTY,TOWN OF POY SIPPI,495,720,68.75%,483,715,67.55%
70026,WAUSHARA COUNTY,TOWN OF RICHFORD,236,427,55.27%,233,440,52.95%
70028,WAUSHARA COUNTY,TOWN OF ROSE,343,527,65.09%,364,532,68.42%
70030,WAUSHARA COUNTY,TOWN OF SAXEVILLE,579,802,72.19%,605,813,74.42%
70032,WAUSHARA COUNTY,TOWN OF SPRINGWATER,833,"1,096",76.00%,784,"1,111",70.57%
70034,WAUSHARA COUNTY,TOWN OF WARREN,338,529,63.89%,332,523,63.48%
70036,WAUSHARA COUNTY,TOWN OF WAUTOMA,753,"1,022",73.68%,742,"1,029",72.11%
70111,WAUSHARA COUNTY,VILLAGE OF COLOMA,205,339,60.47%,225,340,66.18%
70136,WAUSHARA COUNTY,VILLAGE OF HANCOCK,219,329,66.57%,193,326,59.20%
70146,WAUSHARA COUNTY,VILLAGE OF LOHRVILLE,195,325,60.00%,205,322,63.66%
70171,WAUSHARA COUNTY,VILLAGE OF PLAINFIELD,366,610,60.00%,370,608,60.86%
70176,WAUSHARA COUNTY,VILLAGE OF REDGRANITE,425,"1,914",22.20%,396,"1,911",20.72%
70191,WAUSHARA COUNTY,VILLAGE OF WILD ROSE,342,584,58.56%,330,581,56.80%
71201,WINNEBAGO COUNTY,CITY OF APPLETON,490,"1,088",45.04%,448,"1,090",41.10%
71251,WINNEBAGO COUNTY,CITY OF MENASHA,"7,284","11,539",63.13%,"6,880","11,463",60.02%
71261,WINNEBAGO COUNTY,CITY OF NEENAH,"13,837","19,380",71.40%,"13,471","19,749",68.21%
71265,WINNEBAGO COUNTY,CITY OF OMRO,"1,709","2,648",64.54%,"1,753","2,693",65.09%
71266,WINNEBAGO COUNTY,CITY OF OSHKOSH,"32,860","54,221",60.60%,"31,629","54,883",57.63%
71002,WINNEBAGO COUNTY,TOWN OF ALGOMA,"4,422","5,055",87.48%,"4,309","5,149",83.69%
71004,WINNEBAGO COUNTY,TOWN OF BLACK WOLF,"1,617","1,957",82.63%,"1,604","1,989",80.64%
71006,WINNEBAGO COUNTY,TOWN OF CLAYTON,"2,392","2,940",81.36%,"2,507","3,023",82.93%
71008,WINNEBAGO COUNTY,TOWN OF MENASHA,"9,602","14,488",66.28%,"3,621","14,733",24.58%
71010,WINNEBAGO COUNTY,TOWN OF NEENAH,"2,106","2,515",83.74%,"2,198","2,709",81.14%
71012,WINNEBAGO COUNTY,TOWN OF NEKIMI,894,"1,137",78.63%,870,"1,143",76.12%
71014,WINNEBAGO COUNTY,TOWN OF NEPEUSKUN,420,556,75.54%,440,569,77.33%
71016,WINNEBAGO COUNTY,TOWN OF OMRO,"1,289","1,664",77.46%,"1,346","1,711",78.67%
71018,WINNEBAGO COUNTY,TOWN OF OSHKOSH,"1,618","2,006",80.66%,"1,627","2,021",80.50%
71020,WINNEBAGO COUNTY,TOWN OF POYGAN,755,"1,028",73.44%,750,"1,037",72.32%
71022,WINNEBAGO COUNTY,TOWN OF RUSHFORD,881,"1,210",72.81%,904,"1,227",73.68%
71024,WINNEBAGO COUNTY,TOWN OF UTICA,816,"1,032",79.07%,812,"1,048",77.48%
71026,WINNEBAGO COUNTY,TOWN OF VINLAND,"1,183","1,426",82.96%,"1,207","1,422",84.88%
71028,WINNEBAGO COUNTY,TOWN OF WINCHESTER,"1,127","1,365",82.56%,"1,095","1,383",79.18%
71030,WINNEBAGO COUNTY,TOWN OF WINNECONNE,"1,548","1,852",83.59%,"1,521","1,885",80.69%
71032,WINNEBAGO COUNTY,TOWN OF WOLF RIVER,751,"1,026",73.20%,731,"1,034",70.70%
71191,WINNEBAGO COUNTY,VILLAGE OF WINNECONNE,"1,374","1,847",74.39%,"1,371","1,882",72.85%
72251,WOOD COUNTY,CITY OF MARSHFIELD,"9,258","14,385",64.36%,"8,930","14,534",61.44%
72261,WOOD COUNTY,CITY OF NEKOOSA,"1,157","1,897",60.99%,"1,076","1,903",56.54%
72271,WOOD COUNTY,CITY OF PITTSVILLE,447,635,70.39%,426,641,66.46%
72291,WOOD COUNTY,CITY OF WISCONSIN RAPIDS,"8,805","14,213",61.95%,"8,157","14,526",56.15%
72002,WOOD COUNTY,TOWN OF ARPIN,446,651,68.51%,450,672,66.96%
72004,WOOD COUNTY,TOWN OF AUBURNDALE,411,623,65.97%,432,625,69.12%
72006,WOOD COUNTY,TOWN OF CAMERON,298,377,79.05%,292,365,80.00%
72008,WOOD COUNTY,TOWN OF CARY,229,332,68.98%,241,333,72.37%
72010,WOOD COUNTY,TOWN OF CRANMOOR,114,133,85.71%,94,132,71.21%
72012,WOOD COUNTY,TOWN OF DEXTER,188,293,64.16%,198,292,67.81%
72014,WOOD COUNTY,TOWN OF GRAND RAPIDS,"4,562","5,907",77.23%,"4,531","5,977",75.81%
72016,WOOD COUNTY,TOWN OF HANSEN,406,518,78.38%,405,517,78.34%
72018,WOOD COUNTY,TOWN OF HILES,99,122,81.15%,99,122,81.15%
72020,WOOD COUNTY,TOWN OF LINCOLN,935,"1,192",78.44%,948,"1,202",78.87%
72022,WOOD COUNTY,TOWN OF MARSHFIELD,462,583,79.25%,443,598,74.08%
72024,WOOD COUNTY,TOWN OF MILLADORE,356,517,68.86%,351,516,68.02%
72026,WOOD COUNTY,TOWN OF PORT EDWARDS,726,"1,097",66.18%,692,"1,100",62.91%
72028,WOOD COUNTY,TOWN OF REMINGTON,137,210,65.24%,145,204,71.08%
72030,WOOD COUNTY,TOWN OF RICHFIELD,812,"1,211",67.05%,827,"1,224",67.57%
72032,WOOD COUNTY,TOWN OF ROCK,483,660,73.18%,485,667,72.71%
72034,WOOD COUNTY,TOWN OF RUDOLPH,618,804,76.87%,640,814,78.62%
72036,WOOD COUNTY,TOWN OF SARATOGA,"2,796","4,113",67.98%,"2,770","4,175",66.35%
72038,WOOD COUNTY,TOWN OF SENECA,635,855,74.27%,647,855,75.67%
72040,WOOD COUNTY,TOWN OF SHERRY,439,616,71.27%,427,618,69.09%
72042,WOOD COUNTY,TOWN OF SIGEL,586,847,69.19%,588,856,68.69%
72044,WOOD COUNTY,TOWN OF WOOD,463,626,73.96%,476,627,75.92%
72100,WOOD COUNTY,VILLAGE OF ARPIN,142,254,55.91%,134,251,53.39%
72101,WOOD COUNTY,VILLAGE OF AUBURNDALE,356,540,65.93%,325,547,59.41%
72106,WOOD COUNTY,VILLAGE OF BIRON,485,677,71.64%,445,671,66.32%
72122,WOOD COUNTY,VILLAGE OF HEWITT,449,608,73.85%,478,617,77.47%
72151,WOOD COUNTY,VILLAGE OF MILLADORE,133,206,64.56%,136,516,26.36%
72171,WOOD COUNTY,VILLAGE OF PORT EDWARDS,979,"1,378",71.04%,965,"1,374",70.23%
72178,WOOD COUNTY,VILLAGE OF RUDOLPH,260,331,78.55%,251,333,75.38%
72186,WOOD COUNTY,VILLAGE OF VESPER,295,453,65.12%,296,456,64.91%
